CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location
41611664,SERVICE BAR 6,Queens,110-00,ROCKAWAY BOULEVARD,11420.0,7182153311,American,05/30/2024,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,10.0,A,05/30/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.67766457116,-73.82875789315,410.0,32.0,86400.0,4457718.0,4115430002.0,QN55,POINT (-73.828757893149 40.677664571164)
50073342,TRE GIOVANI,Manhattan,548,LAGUARDIA PLACE,10012.0,2124757420,Italian,05/30/2024,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,5.0,A,05/30/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.72880404705,-73.99832587693,102.0,2.0,6500.0,1008640.0,1005370021.0,MN23,POINT (-73.998325876931 40.728804047051)
50104409,TIO PIO,Manhattan,250,EAST   14 STREET,10003.0,2122396633,Latin American,05/30/2024,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,10.0,A,05/30/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.73279958931,-73.98605054011,103.0,2.0,4000.0,1006906.0,1004690030.0,MN22,POINT (-73.986050540108 40.732799589307)
50057380,THE BROOKLYN FIREFLY,Brooklyn,7003,3 AVENUE,11209.0,3475783701,New American,05/30/2023,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,19.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.63471562338,-74.02643100117,310.0,43.0,6800.0,3146529.0,3058910021.0,BK31,POINT (-74.026431001172 40.634715623379)
50116166,GRAND STREET PIZZA,Manhattan,384,GRAND STREET,10002.0,6466595756,Pizza,05/30/2023,No violations were recorded at the time of this inspection.,,,Not Applicable,0.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.71628453028,-73.98782160823,103.0,1.0,1402.0,1004156.0,1003460095.0,MN28,POINT (-73.987821608225 40.716284530277)
41379435,MI CASA BAKERY,Bronx,18,EAST  200 STREET,10468.0,7187337895,Bakery Products/Desserts,05/30/2023,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,12.0,A,05/30/2023,08/27/2026,Cycle Inspection / Re-inspection,40.87298960192,-73.88892382222,207.0,14.0,40701.0,2017612.0,2033200011.0,BX28,POINT (-73.888923822219 40.872989601915)
50078158,ZURUTTO,Manhattan,142,WEST   72 STREET,10023.0,2124980022,Japanese,05/30/2023,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,50.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.77802689275,-73.98028918198,107.0,6.0,15700.0,1081478.0,1011430049.0,MN14,POINT (-73.980289181983 40.778026892746)
41688851,VIA PONTE PIZZERIA,Staten Island,147,MCCLEAN AVENUE,10305.0,7188160567,Pizza,05/30/2023,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,21.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.5978942919,-74.06692315488,502.0,50.0,2002.0,5045524.0,5031000006.0,SI14,POINT (-74.066923154878 40.597894291898)
50112434,BK SOHO CATERING,Brooklyn,775,39 STREET,11232.0,7183071115,Other,05/30/2023,Violations were cited in the following area(s).,28-06,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,Not Critical,30.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.6477014721,-73.99800359387,307.0,38.0,9000.0,3017722.0,3009030043.0,BK34,POINT (-73.998003593873 40.647701472102)
50018155,NO. 1 KITCHEN,Bronx,839,PROSPECT AVENUE,10459.0,7188610291,Chinese,05/30/2023,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,20.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.82006056931,-73.9014664976,201.0,17.0,7700.0,2116639.0,2026770026.0,BX34,POINT (-73.901466497603 40.820060569313)
50065807,HANA NOODLE STATION,Brooklyn,445,ALBEE SQUARE WEST,11201.0,9293784473,Chinese,05/30/2023,Violations were cited in the following area(s).,05H,No approved written standard operating procedure for avoiding contamination by refillable returnable containers.,Critical,33.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.69082623269,-73.98345224546,302.0,33.0,1500.0,3397861.0,3001497501.0,BK38,POINT (-73.98345224546 40.690826232689)
41317594,MARC FORGIONE,Manhattan,134,READE STREET,10013.0,2129419401,American,05/30/2023,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,19.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.71639181689,-74.00964965954,101.0,1.0,3900.0,1079166.0,1001410002.0,MN24,POINT (-74.009649659538 40.716391816892)
41302178,DUNKIN',Brooklyn,289,HAMILTON AVENUE,11231.0,9178827066,Donuts,05/29/2026,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,05/29/2026,08/27/2026,Cycle Inspection / Initial Inspection,40.67630756059,-74.00139520189,306.0,39.0,6500.0,3005659.0,3003810009.0,BK33,POINT (-74.001395201886 40.676307560588)
41182288,MCDONALD'S,Queens,98-01,METROPOLITAN AVENUE,11375.0,7182637281,Hamburgers,05/29/2026,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,13.0,A,05/29/2026,08/27/2026,Cycle Inspection / Initial Inspection,40.71108245676,-73.85477244659,406.0,29.0,72900.0,4430300.0,4032070026.0,QN17,POINT (-73.854772446587 40.711082456755)
41237926,STARBUCKS,Manhattan,1261,LEXINGTON AVENUE,10028.0,2128791764,Coffee/Tea,05/29/2026,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4.0,A,05/29/2026,08/27/2026,Cycle Inspection / Initial Inspection,40.7787091407,-73.95614397032,108.0,5.0,14801.0,1047689.0,1015137502.0,MN40,POINT (-73.956143970315 40.7787091407)
50134602,9 BOB NOTE,Brooklyn,272,MESEROLE STREET,11206.0,9173481263,American,05/29/2026,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7.0,A,05/29/2026,08/27/2026,Cycle Inspection / Initial Inspection,40.70859386563,-73.93767592505,301.0,34.0,48500.0,3325834.0,3030560080.0,BK78,POINT (-73.937675925046 40.708593865628)
50112595,WENDY'S,Manhattan,938,8 AVENUE,10019.0,2129774785,American,05/29/2026,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,12.0,A,05/29/2026,08/27/2026,Cycle Inspection / Initial Inspection,40.76572267207,-73.98358518635,105.0,3.0,13700.0,1024870.0,1010270004.0,MN17,POINT (-73.98358518635 40.765722672068)
41019523,GRILL POINT,Queens,69-54,MAIN STREET,11367.0,7182617077,Jewish/Kosher,05/29/2025,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,7.0,A,05/29/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.72992801572,-73.82343463464,408.0,24.0,77902.0,4143180.0,4066160037.0,QN37,POINT (-73.823434634635 40.729928015721)
50139286,SUNRISE EAST CHINESE,Brooklyn,562,GRAND STREET,11211.0,9179090219,Chinese,05/29/2025,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,9.0,A,05/29/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.71110014472,-73.94944702505,301.0,34.0,51300.0,3338206.0,3027850026.0,BK73,POINT (-73.949447025048 40.711100144719)
50135848,OSTERIA BAROCCA,Manhattan,133,MULBERRY STREET,10013.0,3475284671,Italian,05/29/2025,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,13.0,A,05/29/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.71844803229,-73.99775976667,102.0,1.0,4100.0,1003081.0,1002367503.0,MN24,POINT (-73.997759766673 40.718448032288)
50120366,LEXINGTON PUBLICK,Manhattan,1504,LEXINGTON AVENUE,10029.0,6467999494,American,05/29/2025,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13.0,A,05/29/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.78663363911,-73.95037530262,111.0,5.0,15802.0,1051728.0,1016250013.0,MN33,POINT (-73.950375302618 40.786633639113)
50117456,POPEYES LOUISIANA KITCHEN,Queens,83-24,WOODHAVEN BOULEVARD,11385.0,7184271387,Chicken,05/29/2025,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,12.0,A,05/29/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.70229436193,-73.85530380048,405.0,32.0,63900.0,4094697.0,4038660162.0,QN19,POINT (-73.855303800475 40.70229436193)
50137730,ALLIGATOR PEAR,Manhattan,150,WEST   30 STREET,10001.0,6468687884,American,05/29/2025,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,10.0,A,05/29/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.74786883896,-73.99106396653,105.0,3.0,9500.0,1015152.0,1008050094.0,MN17,POINT (-73.991063966532 40.747868838964)
41614152,SOTTO CASA,Brooklyn,298,ATLANTIC AVENUE,11201.0,7188528758,Pizza,05/29/2025,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,19.0,B,05/29/2025,08/27/2026,Cycle Inspection / Re-inspection,40.68840872235,-73.98867769493,302.0,33.0,4300.0,3000832.0,3001820004.0,BK38,POINT (-73.988677694927 40.688408722347)
50126159,BEEPUBLIC,Manhattan,181,FRONT STREET,10038.0,5162874804,Vegan,05/29/2025,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,12.0,A,05/29/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.70647254111,-74.00442555649,101.0,1.0,1502.0,1082000.0,1000740001.0,MN25,POINT (-74.00442555649 40.706472541114)
50063197,JUICE GENERATION,Manhattan,1407,BROADWAY,10018.0,6466494952,"Juice, Smoothies, Fruit Salads",05/29/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,05/29/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.75343209752,-73.98715066791,105.0,3.0,11300.0,1015265.0,1008140015.0,MN17,POINT (-73.98715066791 40.753432097521)
50132739,BAGEL WORLD,Brooklyn,339,5 AVENUE,11215.0,7184991143,Bagels/Pretzels,05/29/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3.0,A,05/29/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.67209319953,-73.98384985012,306.0,39.0,13500.0,3021181.0,3009850008.0,BK37,POINT (-73.983849850115 40.672093199528)
50129564,CAVA,Brooklyn,174,NORTH    4 STREET,11211.0,3472352944,Mediterranean,05/29/2025,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,7.0,A,05/29/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.71565467915,-73.95870352155,301.0,34.0,55300.0,3424287.0,3023527502.0,BK73,POINT (-73.958703521554 40.715654679153)
50128661,MAGIC FRUIT,Queens,81-18,NORTHERN BOULEVARD,11372.0,9294242264,Fruits/Vegetables,05/29/2025,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,11.0,A,05/29/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.75547322456,-73.88603804631,403.0,25.0,28300.0,4028775.0,4012540006.0,QN28,POINT (-73.886038046306 40.755473224558)
50135627,THE PASTRY BOX,Manhattan,515,EAST   12 STREET,10009.0,6464298717,Bakery Products/Desserts,05/29/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3.0,A,05/29/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.72884086848,-73.9807367498,103.0,2.0,3400.0,1076997.0,1004060057.0,MN22,POINT (-73.9807367498 40.728840868481)
50126739,BARCODE,Manhattan,43,WEST   32 STREET,10001.0,2013903971,American,05/29/2025,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,12.0,A,05/29/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.74767903098,-73.98672952296,105.0,4.0,7600.0,1015843.0,1008340016.0,MN17,POINT (-73.986729522959 40.747679030979)
